"id"	"linked__id"	"status"	"name"	"synonyms"	"usage"	"symbols_drugTarget"	"id@ncit"	"def@ncit"	"codes_atc"
"DRUG-008532"		"curated"	"Nivolumab/Relatlimab"	"Nivolumab and Relatlimab-rmbw#Nivolumab-Relatlimab-rmbw#Nivolumab/Relatlimab-rmbw Injectable Formulation#Opdivo/Relatlimab-rmbw#Opdualag#Relatlimab-rmbw and Nivolumab#Relatlimab-rmbw-Nivolumab#Relatlimab-rmbw/Nivolumab"	"unknown"	"LAG3#PDCD1"	"C186440"	"An injectable fixed-dose combination formulation composed of nivolumab, a human immunoglobulin (Ig) G4 monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1), and relatlimab-rmbw, a human IgG4 monoclonal antibody directed against the inhibitor receptor lymphocyte activation gene-3 (LAG-3), with immune checkpoint inhibitory and antineoplastic activities. Upon intravenous administration of nivolumab and relatlimab-rmbw, nivolumab binds to and blocks the activation of PD-1 by its ligands programmed cell death ligand 1 (PD-L1), which is overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on antigen-presenting cells (APCs). This prevents PD-1-mediated signaling and PD-1-mediated inhibition of the immune response. Relatlimab binds to LAG-3 on tumor infiltrating lymphocytes (TILs) and prevents LAG-3 binding to major histocompatibility complex (MHC) class II. This prevents LAG-3-mediated signaling and LAG-3-mediated inhibition of the immune response. Together, blocking these two immune checkpoints re-activates the immune system, increases cytotoxic T-lymphocytes (CTLs) proliferation and activation, and leads to a reduction in tumor growth. Activated PD-1 negatively regulates T-cell activation and plays a key role in tumor evasion from host immunity. LAG-3 expression on TILs is associated with tumor-mediated immune suppression."	
"DRUG-000121"		"curated"	"Nolatrexed"	"AG-337#AG337#Nolatrexed Dihydrochloride#Nolatrexed Hydrochloride#Thymitaq"	"clinical"		"C143088"		
"DRUG-004562"		"curated"	"OBT076"	"Anti-CD205 Antibody-drug Conjugate OBT076#Anti-CD205 ADC OBT076#MEN 1309#MEN-1309#MEN1309#OBT 076#OBT-076#OBT076"	"clinical"	"LY75"	"C165598"	"An antibody-drug conjugate (ADC) comprised of an anti-CD205 (lymphocyte antigen 75; Ly75) humanized immunoglobin G1 (IgG1) monoclonal antibody conjugated to DM4, a maytansinoid microtubule disruptor, via a cleavable N-succinimidyl-4-(2-pyridyldithio) butanoate (SPDB) linker, with potential antineoplastic activity. Upon intravenous administration, anti-CD205 ADC OBT076 specifically targets and binds to CD205, a receptor involved in antigen capture and endocytosis, expressed on tumor cells. Following rapid internalization of the ADC/CD205 complex, OBT076 releases its DM4 payload due to cleavage of the SPDB linker by intracellular proteases. Then the DM4 binds to tubulin and disrupts microtubule assembly/disassembly dynamics, resulting in the inhibition of both cell division and cell growth of CD205-expressing tumor cells. CD205, a type I transmembrane surface glycoprotein belonging to the C-type lectin receptor family, is normally expressed on various antigen-presenting cells (APCs) and some leukocyte sub-populations but it is overexpressed in multiple cancer types where it plays a key role in facilitating metastatic invasion."	
"DRUG-036286"		"curated"	"OMTX705"		"clinical"	"FAP"			
"DRUG-008430"		"curated"	"ORIC-533"	"ORIC 533#ORIC-533#ORIC533#CD73 Inhibitor ORIC-533"	"clinical"	"NT5E"	"C185560"	"An orally bioavailable inhibitor of the ectoenzyme CD73 (cluster of differentiation 73; 5'-ecto-nucleotidase; 5'-NT; ecto-5'-nucleotidase), with potential immunomodulating and antineoplastic activities. Upon oral administration, CD73 inhibitor ORIC-533 targets and binds to CD73, leading to clustering of and internalization of CD73. This prevents CD73-mediated conversion of adenosine monophosphate (AMP) to adenosine and decreases the amount of free adenosine in the tumor microenvironment (TME). This prevents adenosine-mediated lymphocyte suppression and increases the activity of CD8-positive effector cells and natural killer (NK) cells. This also activates macrophages and reduces the activity of myeloid-derived suppressor cells (MDSCs) and regulatory T-lymphocytes (Tregs). By abrogating the inhibitory effect on the immune system and enhancing the cytotoxic T-cell-mediated immune response against tumor cells, tumor cell growth decreases. In addition, clustering and internalization of CD73 decreases the migration of cancer cells and prevents metastasis. CD73, a plasma membrane protein belonging to the 5'-nucleotidase (NTase) family, catalyzes the conversion of extracellular nucleotides, such as AMP, to membrane-permeable nucleosides, such as adenosine. It is upregulated in a variety of cancer cell types and plays a key role in adenosine-mediated immunosuppression within the TME."	
"DRUG-000385"		"curated"	"Obinutuzumab"	"Afutuzumab#Anti-CD20 Monoclonal Antibody R7159#GA-101#GA101#Gazyva#R7159#RO 5072759#RO-5072759#RO5072759"	"clinical"		"C70741"	"A glycoengineered, humanized IgG1 monoclonal antibody with potential antineoplastic activity. Obinutuzumab, a third generation type II anti-CD20 antibody, selectivity binds to the extracellular domain of the human CD20 antigen on malignant human B cells. The Fc region carbohydrates of the antibody, enriched in bisected non-fucosylated glycosylation variants, contribute to its higher binding affinity for human FcgammaRIII receptors compared to non-glycoengineered antibodies, resulting in enhanced antibody-dependent cellular cytotoxicity (ADCC) and caspase-independent apoptosis. In addition, modification of elbow hinge sequences within the antibody variable framework regions may account for the strong apoptosis-inducing activity of R7159 upon binding to CD20 on target cells."	"L01FA03"
"DRUG-000122"		"curated"	"Octreotide"	"Longastatin#Longastatina#Octreotide acetate#Octreotide Embpnate#Octreotide pamoate#OncoLar#OP LAR#Samilstin#Sandostatin#Sandostatin Lar Depot#Sandostatina#Sandostatine#SMS 201-995#SMS 201-995 AC#SMS 201-995 PA#SMS 201-995 pa LAR#SMS-201-995"	"clinical"		"C711"	"A synthetic long-acting cyclic octapeptide with pharmacologic properties mimicking those of the natural hormone somatostatin. Octreotide is a more potent inhibitor of growth hormone, glucagon, and insulin than somatostatin. Similar to somatostatin, this agent also suppresses the luteinizing hormone response to gonadotropin-releasing hormone, decreases splanchnic blood flow, and inhibits the release of serotonin, gastrin, vasoactive intestinal peptide (VIP), secretin, motilin, pancreatic polypeptide, and thyroid stimulating hormone."	"H01CB02"
"DRUG-000386"		"curated"	"Ofatumumab"	"Arzerra#GSK1841157#HuMax-CD20#Kesimpta"	"clinical"	"MS4A1"	"C66952"	"A fully human, high-affinity IgG1 monoclonal antibody directed against the B cell CD20 cell surface antigen with potential antineoplastic activity. Ofatumumab binds specifically to CD20 on the surfaces of B cells, triggering complement-dependent cell lysis (CDCL) and antibody-dependent cell-mediated cytotoxicity (ADCC) of B cells overexpressing CD20. The CD20 antigen, found on over 90% of B cells, B cell lymphomas, and other B cells of lymphoid tumors of B cell origin, is a non-glycosylated cell surface phosphoprotein that acts as a calcium ion channel; it is exclusively expressed on B cells during most stages of B cell development."	"L01FA02#L04AA52"
"DRUG-000123"		"curated"	"Olanzapine"	"LY 170053#Zyprexa#Zyprexa Zydis"	"clinical"		"C47639"	"A synthetic derivative of thienobenzodiazepine with antipsychotic, antinausea, and antiemetic activities. As a selective monoaminergic antagonist, olanzapine binds with high affinity binding to the following receptors: serotoninergic, dopaminergic, muscarinic M1-5, histamine H1, and alpha-1-adrenergic receptors; it binds weakly to gamma-aminobutyric acid type A, benzodiazepine, and beta-adrenergic receptors. The antinausea and antiemetic effects of this agent appear to be due to the blockade of 5-HT2 and 5-HT3 receptors for serotonin. Although its exact mechanism of action in schizophrenia is unknown, it has been proposed that olanzapine's antipsychotic activity is mediated through antagonism to dopamine D2 receptors with rapid ligand-receptor dissociation kinetics that help to minimize extrapyramidal symptoms (EPS). Olanzapine may also stimulate appetite."	"N05AH03"
"DRUG-000387"		"curated"	"Olaparib"	"AZD 2281#AZD-2281#AZD2281#KU-0059436#Lynparza#PARP inhibitor AZD2281"	"clinical"		"C71721"	"A small molecule inhibitor of the nuclear enzyme poly(ADP-ribose) polymerase (PARP) with potential chemosensitizing, radiosensitizing, and antineoplastic activities. Olaparib selectively binds to and inhibits PARP, inhibiting PARP-mediated repair of single strand DNA breaks; PARP inhibition may enhance the cytotoxicity of DNA-damaging agents and may reverse tumor cell chemoresistance and radioresistance. PARP catalyzes post-translational ADP-ribosylation of nuclear proteins and can be activated by single-stranded DNA breaks."	"L01XK01"
"DRUG-018220"		"curated"	"Olaptesed Pegol"	"NOX-A12"	"clinical"	"CXCL12"	"C99379"	"A 45-mer L-stereoisomer RNA oligonucleotide linked to a 40 kDa polyethyleneglycol that targets the small chemokine stromal cell-derived factor 1 (SDF-1 or CXCL12) with potential antineoplastic and hematopoietic stem cell-mobilization activities. SDF-1 targeted agent NOX-A12 specifically binds to SDF-1 thereby preventing the binding of SDF-1 to its receptors CXCR4 and CXCR7 blocking the subsequent receptor activation. This may prevent angiogenesis, tumor cell proliferation, invasion and metastasis and could sensitize tumor cells to chemotherapy. In addition, inhibition of SDF-1/CXCR4 interaction may induce mobilization of hematopoietic cells from the bone marrow into blood. The unique mirror-image configuration of this agent renders it resistant to hydrolysis and does not hybridize with native nucleic acids. Furthermore, this agent does not induce the innate immune response and has shown a favorable immunogenicity profile."	
"DRUG-000388"		"curated"	"Olaratumab"	"anti-PDGFR alpha monoclonal antibody IMC-3G3#anti-platelet-derived growth factor receptor alpha monoclonal antibody IMC-3G3#IMC-3G3#Lartruvo"	"clinical"		"C79825"	"A fully human IgG1 monoclonal antibody directed against the platelet-derived growth factor receptor alpha (PDGFR alpha) with potential antineoplastic activity. Anti-PDGFR alpha monoclonal antibody IMC-3G3 selectively binds to PDGFR alpha, .blocking the binding of its ligand, PDGF; signal transduction downstream of PDGFR through the MAPK and PI3K pathways is inhibited, which may result in inhibition of angiogenesis and tumor cell proliferation. Overexpressed by various cancer cell types, PDGFR is a transmembrane protein tyrosine kinase receptor, consisting of isoforms A and B that is important in regulating cellular growth and differentiation and angiogenesis."	"L01FX10"
"DRUG-001688"		"curated"	"Oleclumab"	"Anti-CD73 Monoclonal Antibody MEDI9447#MEDI9447"	"clinical"	"NT5E"	"C123914"	"A monoclonal antibody against the ectoenzyme CD73 (cluster of differentiation 73), also known as 5'-nucleotidase (5'-NT; ecto-5'-nucleotidase) with potential antineoplastic activity. Upon administration, oleclumab targets and binds to CD73, leading to clustering of and internalization of CD73. This prevents CD73-mediated conversion of adenosine monophosphate (AMP) to adenosine and decreases the amount of free adenosine. This prevents adenosine-mediated lymphocyte suppression and increases the activity of CD8-positive effector cells. This also activates macrophages, and reduces both myeloid-derived suppressor cells (MDSCs) and regulatory T-lymphocytes. By abrogating the inhibitory effect on the immune system and enhancing the cytotoxic T-cell-mediated immune response against cancer cells, tumor cell growth decreases. In addition, clustering and internalization of CD73 decreases the migration of cancer cells and prevents metastasis. CD73, a plasma membrane protein upregulated on a number of cancer cell types, catalyzes the conversion of extracellular nucleotides, such as AMP, to membrane-permeable nucleosides, such as adenosine; it plays a key role in adenosine-mediated immunosuppression within the tumor microenvironment."	
"DRUG-000389"		"curated"	"Onartuzumab"	"Anti-MET Monoclonal Antibody MetMAb#MetMAb#OA-5D5#PRO 143966"	"clinical"		"C82348"	"A humanized monovalent monoclonal antibody directed against the hepatocyte growth factor receptor (c-Met) with potential antineoplastic activity. Anti-MET monoclonal antibody MetMAb binds to the extracellular domain of c-Met, preventing the binding of its ligand, hepatocyte growth factor (HGF); the activation of the c-Met signaling pathway is thus inhibited, which may result in cell death in c-Met-expressing tumor cells. c-Met, a receptor tyrosine kinase, is overexpressed on the cell surfaces of a variety of cancer cell types and may play a key role in their proliferation, invasion and survival."	
"DRUG-006437"		"curated"	"Osemitamab"	"Anti-Claudin18.2 Monoclonal Antibody TST001#TST 001#TST-001#TST001"	"clinical"	"CLDN18.2"	"C173726"	"A recombinant humanized immunoglobulin G1 (IgG1) monoclonal antibody directed against the tumor-associated antigen (TAA) Claudin18.2 (CLDN18.2; A2 isoform of claudin-18), with potential immunostimulating and antineoplastic activities. Upon administration, osemitamab specifically targets, binds to and inhibits CLDN18.2 expressed on tumor cells. This may kill CLDN18.2-expressing tumor cells by antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC), and inhibit cell proliferation.  CLDN18.2, a tight junction protein and stomach-specific isoform of claudin-18, is overexpressed on a variety of tumor cells, but its expression in healthy tissues is strictly confined to short-lived differentiated epithelial cells of the gastric mucosa. Osemitamab is produced with reduced fucosylation."	
