"id"	"newId"	"status"	"name"	"synonyms"	"id@ncit"	"def@ncit"
"DRUG-000112"		"ok"	"Mepolizumab"	"Bosatria#Nucala#SB-240563#SB 240563#SB240563"	"C157376"	"A humanized immunoglobulin G1 (IgG1) monoclonal antibody directed against interleukin-5 (IL-5) with anti-asthmatic and potential immunosuppressive activity. Upon subcutaneous administration, mepolizumab selectively binds to IL-5, preventing it from associating with interleukin-5 receptor subunit alpha (IL5RA) on the surface of eosinophils and their progenitors. IL-5 plays a role in the regulation of eosinophil development from hematopoietic progenitors as well as eosinophil maturation, differentiation, mobilization, activation, and survival. IL-5 also play a role in the pathogenesis of some phenotypes of hypereosinophilic syndrome (HES)."
"DRUG-000370"		"ok"	"Mercaptopurine"	"3H-Purine-6-thiol#6-Mercaptopurine#6-Mercaptopurine Monohydrate#6-MP#6-Purinethiol#6-Thiopurine#6-Thioxopurine#6 MP#6 Thiohypoxanthine#6 Thiopurine#Alti-Mercaptopurine#Azathiopurine#Bw 57-323H#Flocofil#Ismipur#Leukerin#Leupurin#Mercaleukim#Mercaleukin#Mercaptina#Mercapto-6-purine#Mercaptopurinum#Mercapurin#Mern#NCI-C04886#Puri-Nethol#Purimethol#Purine-6-thiol Monohydrate#Purinethiol#Purinethol#U-4748#WR-2785"	"C195"	"A thiopurine-derivative antimetabolite with antineoplastic and immunosuppressive activities.  Produced through the metabolism of mercaptopurine by hypoxanthine-guanine phosphoribosyltransferase (HGPRT), mercaptopurine metabolites 6-thioguanosine-5'-phosphate (6-thioGMP) and 6-thioinosine monophosphate (T-IMP) inhibit nucleotide interconversions and de novo purine synthesis, thereby blocking the formation of purine nucleotides and inhibiting DNA synthesis.  This agent is also incorporated into DNA in the form of deoxythioguanosine, which results in the disruption of DNA replication. In addition, mercaptopurine is converted to 6-methylmercaptopurine ribonucleoside (MMPR) by 6-thiopurine methyltransferase; MMPRs are also potent inhibitors of de novo purine synthesis. (NCI04)"
"DRUG-000113"		"ok"	"Mesna"	"2-Mercaptoethanesulfonic Acid Sodium Salt#Ausobronc#D-7093#Filesna#Mercaptoethane Sulfonate#Mercaptoethanesulfonate#Mesnex#Mesnil#Mesnum#Mexan#Mistabron#Mistabronco#Mitexan#Mucofluid#Mucolene#Sodium 2-Mercaptoethane Sulfonate#Sodium 2-Mercaptoethanesulphonate#UCB 3983#Uromitexan#Ziken"	"C192"	"A sulfhydryl compound that is used to reduce the incidence of hemorrhagic cystitis associated with certain chemotherapeutic agents.  Mesna is converted to a free thiol compound in the kidney, where it binds to and inactivates acrolein and other urotoxic metabolites of ifosfamide and cyclophosphamide, thereby reducing their toxic effects on the urinary tract during urinary excretion. (NCI04)"
"DRUG-000526"		"ok"	"Mesothelin-specific Chimeric Antigen Receptor-engineered Peripheral Blood Lymphocytes"	"Anti-mesothelin CAR PBL"	"C101773"	"A preparation of peripheral blood lymphocytes (PBLs) transduced with a retroviral vector encoding a T cell chimeric antigen receptor (CAR) specific for mesothelin with potential immunostimulatory and antineoplastic activities. After transduction, expansion in culture, and reintroduction into the patient, the mesothelin-specific chimeric antigen receptor-engineered PBLs bind to tumor cells expressing mesothelin. This may stimulate the secretion of cytokines and result in cell lysis of mesothelin-expressing cancer cells. Mesothelin, a cell surface glycoprotein involved in cell adhesion, is overexpressed in many epithelial-derived cancers."
"DRUG-000114"		"ok"	"Metformin"	"APO-Metformin#Cidophage#Dimefor#Glifage#Glucoformin#Glucophage#Glucophage ER#Metformin HCl#metformin hydrochloride#Riomet#Siofor"	"C61612"	"An agent belonging to the biguanide class of antidiabetics with antihyperglycemic activity. Metformin is associated with a very low incidence of lactic acidosis. This agent helps reduce LDL cholesterol and triglyceride levels, and is not associated with weight gain, and prevents the cardiovascular complications of diabetes. Metformin is not metabolized and is excreted unchanged by the kidneys."
"DRUG-000371"		"ok"	"Methotrexate"	"4-Amino-10-methylfolic Acid#4-Amino-4-deoxy-10-methylpteroyl-L-glutamic Acid#Abitrexate#Alpha-Methopterin#amethopterin#Brimexate#CL-14377#CL 14377#Emtexate#Emthexat#Emthexate#Farmitrexat#Fauldexato#Folex#Folex PFS#Lantarel#Ledertrexate#Lumexon#Maxtrex#Medsatrexate#Metex#Methoblastin#Methotrexate LPF#Methotrexate Methylaminopterin#Methotrexate Sodium#Methotrexatum#Metotrexato#Metrotex#Mexate#Mexate-AQ#MTX#Novatrex#Rheumatrex#Sodium Methotrexate#Texate#Tremetex#Trexall#Trexeron#Trixilem#WR-19039#Xatmep"	"C642"	"An antimetabolite and antifolate agent with antineoplastic and immunosuppressant activities. Methotrexate binds to and inhibits the enzyme dihydrofolate reductase, resulting in inhibition of purine nucleotide and thymidylate synthesis and, subsequently, inhibition of DNA and RNA syntheses. Methotrexate also exhibits potent immunosuppressant activity although the mechanism(s) of actions is unclear."
"DRUG-000115"		"ok"	"Methylprednisolone"	"6Alpha-Methylprednisolone#Adlone#Caberdelta M#DepMedalone#Depo-Nisolone#Depo Moderin#Duralone#Emmetipi#Esametone#Firmacort#Medlone 21#Medrate#Medrol#Medrol Veriderm#Medrone#Mega-Star#Meprolone#Methylprednisolonum#Metilbetasone Solubile#Metrocort#Metypresol#Metysolon#Predni-M-Tablinen#Prednilen#Radilem#Sieropresol#Solpredone#Summicort#Urbason#Veriderm Medrol#Wyacort"	"C647"	"A synthetic corticosteroid with anti-inflammatory and immunomodulating properties.  Methylprednisolone binds to and activates specific nuclear receptors, resulting in altered gene expression and inhibition of proinflammatory cytokine production.  This agent also decreases the number of circulating lymphocytes, induces cell differentiation, and stimulates apoptosis in sensitive tumor cell populations."
"DRUG-000116"		"ok"	"Metoclopramide"	"Metoclopramide Hydrochloride#Reglan"	"C62046"	"A substituted benzamide and a derivative of para-aminobenzoic acid (PABA) that is structurally related to procainamide, with gastroprokinetic and antiemetic effects. Metoclopramide exerts its prokinetic effect by antagonizing dopamine mediated relaxation effect on gastrointestinal smooth muscle. This enhances the response of the gastrointestinal smooth muscle to cholinergic stimulation, thereby leading to an increase of gastric emptying into the intestines. Metoclopramide may also strengthen the lower esophagus sphincter, thereby preventing acid reflux. This agent antagonizes D2 dopamine receptors in chemoreceptive trigger zone (CTZ) of the medulla, thereby preventing nausea and vomiting."
"DRUG-002675"		"ok"	"Mezagitamab"	"Anti-CD38 MAb TAK-079#TAK-079#TAK 079#TAK079"	"C148078"	"A human, non-agonistic immunoglobulin G1 (IgG1) monoclonal antibody directed against the cell surface glycoprotein ADP-ribosyl cyclase 1 (CD38) with potential immunomodulating and antineoplastic activities. Mezagitamab specifically binds to CD38 that is expressed on human plasmablasts, plasma cells, NK cells and activated T- and B-cells. This may trigger antibody-dependent cellular cytotoxicity (ADCC), cell lysis and depletion of CD38-expressing cells. Additionally, TAK-079 does not induce CD38-dependent signaling and does not promote cytokine activation in peripheral blood mononuclear cells (PMBCs). CD38, a type II transmembrane glycoprotein, is overexpressed on cells associated with autoimmune diseases and hematologic malignancies."
"DRUG-000372"		"ok"	"Midostaurin"	"CGP 41251#CGP41251#N-benzoyl-staurosporine#N-Benzoylstaurosporine#PKC-412#PKC412#Rydapt"	"C1872"	"A synthetic indolocarbazole multikinase inhibitor with potential antiangiogenic and antineoplastic activities. Midostaurin inhibits protein kinase C alpha (PKCalpha), vascular endothelial growth factor receptor 2 (VEGFR2), c-kit, platelet-derived growth factor receptor (PDGFR) and FMS-like tyrosine kinase 3 (FLT3) tyrosine kinases, which may result in disruption of the cell cycle, inhibition of proliferation, apoptosis, and inhibition of angiogenesis in susceptible tumors."
"DRUG-007240"		"ok"	"Mipasetamab Uzoptirine"	"ADC ADCT-601|ADCT-601|ADCT 601|ADCT601|Anti-AXL/PBD ADC ADCT-601|Anti-AXL/PBD Antibody-drug Conjugate ADCT-601|BGB-601|BGB 601"	"C175823"	"An antibody-drug conjugate (ADC), consisting of mipasetamab, a humanized immunoglobulin (Ig) G1 monoclonal antibody directed against AXL receptor tyrosine kinase (AXL; UFO) that is site-specifically conjugated to uzoptitine (PL1601), which contains a valine-alanine cleavable linker and SG3199, a cytotoxic pyrrolobenzodiazepine (PBD) dimer, with potential antineoplastic activity. Upon administration of mipasetamab uzoptirine, mipasetamab binds to AXL, which is expressed on the surfaces of a variety of cancer cell types. Upon endocytosis and enzymatic cleavage, SG3199 is released and forms highly cytotoxic DNA interstrand cross-links, thereby blocking cell division and killing AXL-expressing cancer cells. AXL, a member of the TAM (TYRO3, AXL and MER) family of receptor tyrosine kinases, is overexpressed by many tumor cell types, and plays a key role in tumor cell proliferation, survival, invasion and metastasis; its expression is associated with drug resistance and poor prognosis."
"DRUG-002843"		"ok"	"Miptenalimab"	"Anti-LAG3 Monoclonal Antibody BI 754111#Anti-Lymphocyte Activation Gene 3 Protein Monoclonal Antibody BI 754111#BI-754111#BI 754111#BI754111"	"C150403"	"A monoclonal antibody directed against the inhibitory receptor lymphocyte activation gene 3 protein (LAG3; LAG-3), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration,miptenalimab binds to LAG3 expressed on tumor-infiltrating lymphocytes (TILs) and blocks its binding with major histocompatibility complex (MHC) class II molecules expressed on tumor cells. This activates antigen-specific T-lymphocytes and enhances cytotoxic T-cell-mediated tumor cell lysis, which leads to a reduction in tumor growth. LAG3, a member of the immunoglobulin superfamily (IgSF), is expressed on various immune cells, and negatively regulates both proliferation and activation of T-cells. Its expression on TILs is associated with tumor-mediated immune suppression."
"DRUG-000220"		"ok"	"Mirvetuximab Soravtansine"	"IMGN853#M9346A-sulfo-SPDB-DM4"	"C102566"	"An immunoconjugate consisting of the humanized monoclonal antibody M9346A against folate receptor 1 (FOLR1) conjugated, via the disulfide-containing cleavable linker sulfo-SPDB, to the cytotoxic maytansinoid DM4, with potential antineoplastic activity. The anti-FOLR1 monoclonal antibody moiety of mirvetuximab soravtansine targets and binds to the cell surface antigen FOLR1. After antibody-antigen interaction and internalization, the immunoconjugate releases DM4, which binds to tubulin and disrupts microtubule assembly/disassembly dynamics, thereby inhibiting cell division and cell growth of FOLR1-expressing tumor cells. FOLR1, a member of the folate receptor family is overexpressed on a variety of epithelial-derived cancer cells. The sulfo-SPDB linker prevents cleavage in the bloodstream and may improve this agent's efficacy in multidrug resistant tumor cells."
"DRUG-000221"		"ok"	"Mitomycin"	"Ametycine#Jelmyto#MITO#Mito-C#Mito-Medac#Mitocin#Mitocin-C#Mitolem#Mitomycin-C#Mitomycin-X#Mitomycin C#Mitomycine C#Mitosol#Mitozytrex#Mutamycin#Mutamycine#NCI-C04706"	"C1820"	"A methylazirinopyrroloindoledione antineoplastic antibiotic isolated from the bacterium Streptomyces caespitosus and other Streptomyces bacterial species.  Bioreduced mitomycin C generates oxygen radicals, alkylates DNA, and produces interstrand DNA cross-links, thereby inhibiting DNA synthesis.  Preferentially toxic to hypoxic cells, mitomycin C also inhibits RNA and protein synthesis at high concentrations. (NCI04)"
"DRUG-000373"		"ok"	"Mitoxantrone"	"CL 232315#DHAD#DHAQ#Dihydroxyanthracenedione#Dihydroxyanthracenedione Dihydrochloride#Mitoxantrone Dihydrochloride#Mitoxantrone Hydrochloride#Mitoxantroni Hydrochloridum#Mitozantrone#Mitozantrone Hydrochloride#Mitroxone#Neotalem#Novantrone#Onkotrone#Pralifan"	"C62050"	"An anthracenedione antibiotic with antineoplastic activity. Mitoxantrone intercalates into and crosslinks DNA, thereby disrupting DNA and RNA replication.  This agent also binds to topoisomerase II, resulting in DNA strand breaks and inhibition of DNA repair.  Mitoxantrone is less cardiotoxic compared to doxorubicin."
"DRUG-000945"		"ok"	"Mivavotinib"	"Spleen Tyrosine Kinase Inhibitor TAK659|syk-Inhibitor TAK-659|syk-Inhibitor TAK659|syk Inhibitor TAK-659|syk Inhibitor TAK659|TAK-659 Free Base|TAK659 Free Base"	"C113162"	"An inhibitor of spleen tyrosine kinase (syk), with potential anti-inflammatory, immunomodulating, and antineoplastic activities. Upon administration, mivavotinib may inhibit the activity of syk, which abrogates downstream B-cell receptor (BCR) signaling and leads to an inhibition of B-cell activation, chemotaxis, adhesion and proliferation. Syk, a BCR-associated non-receptor tyrosine kinase that mediates diverse cellular responses, including proliferation, differentiation, and phagocytosis, is expressed in hematopoietic tissues and is often overexpressed in hematopoietic malignancies."
"DRUG-000374"		"ok"	"Mocetinostat"	"MG-0103#MGCD0103#Mocetinostat Dihydrobromide"	"C62521"	"A rationally designed, orally available, Class 1-selective, small molecule, 2-aminobenzamide HDAC inhibitor with potential antineoplastic activity. Mocetinostat binds to and inhibits Class 1 isoforms of HDAC, specifically HDAC 1, 2 and 3, which may result in epigenetic changes in tumor cells and so tumor cell death; although the exact mechanism has yet to be defined, tumor cell death may occur through the induction of apoptosis, differentiation, cell cycle arrest, inhibition of DNA repair, upregulation of tumor suppressors, down regulation of growth factors, oxidative stress, and autophagy, among others. Overexpression of Class I HDACs 1, 2 and 3 has been found in many tumors and has been correlated with a poor prognosis."
